tiempo,latitude,longitude,altitud,s_vertical,viento_u,viento_v,temperatura,presion,densidad,gravedad,diameter_balloon
4945,13.852147851548775,-89.32716324503997,20108.387124399596,5.049334381895402,-1.7732990563784237,0.4173257415244662,216.69538712439962,5436.094449463166,0.08739667414228308,9.745037621284373,4.48092359575840
4946,13.852162880147809,-89.32716285873778,20113.451276699652,5.05000641354803,-1.7713422538583175,0.4148937318399629,216.70045127669965,5431.783417810842,0.08732532443831253,9.745022177861088,4.48214365244201
4947,13.852178001579981,-89.32716247176768,20118.516100485656,5.050678660819023,-1.769385191874175,0.4124613996808909,216.70551610048565,5427.475348323474,0.08725402541951086,9.745006732426791,4.48336417087288
4948,13.852193215845292,-89.32716208412965,20123.581595757616,5.051351123708377,-1.7674278704259936,0.4100287450472465,216.71058159575762,5423.17023941656,0.08718277705751468,9.744991284981491,4.48458515123592
4949,13.852208522943739,-89.32716169582372,20128.647762515528,5.052023802216096,-1.7654702895137744,0.40759576793903163,216.71564776251554,5418.868089505978,0.08711157932396839,9.744975835525205,4.48580659371614
4950,13.852223922875323,-89.32716130684985,20133.714600759395,5.052696696342178,-1.7635124491375165,0.4051624683562446,216.7207146007594,5414.568897008056,0.08704043219052539,9.744960384057944,4.48702849849861
4951,13.852239415640046,-89.32716091720803,20138.782110489217,5.053369806086624,-1.7615543492972194,0.40272884629888517,216.72578211048923,5410.272660339543,0.08696933562884747,9.744944930579726,4.48825086576848
4952,13.852255001237905,-89.32716052689831,20143.850291704992,5.054043131449432,-1.7595959899928846,0.40029490176695526,216.730850291705,5405.979377917562,0.08689828961060424,9.744929475090562,4.48947369571100
4953,13.852270679668901,-89.32716013592065,20148.91914440672,5.0547166724306045,-1.7576373712245124,0.39786063476045475,216.73591914440672,5401.689048159714,0.08682729410747464,9.744914017590466,4.49069698851148
4954,13.852286450933038,-89.32715974427508,20153.988668594397,5.05539042903014,-1.7556784929921023,0.39542604527938385,216.7409886685944,5397.401669483936,0.0867563490911447,9.744898558079456,4.49192074435533
4955,13.852302315030308,-89.32715935196155,20159.058864268034,5.056064401248039,-1.7537193552956518,0.3929911333237388,216.74605886426804,5393.117240308665,0.0866854545333103,9.744883096557546,4.49314496342803
4956,13.852318271960717,-89.32715895898012,20164.129731427616,5.0567385890843015,-1.7517599581351666,0.3905558988935268,216.75112973142762,5388.835759052715,0.08661461040567497,9.744867633024748,4.49436964591514
4957,13.852334321724264,-89.32715856533075,20169.201270073158,5.057412992538928,-1.749800301510641,0.3881203419887408,216.75620127007318,5384.557224135317,0.08654381667995072,9.744852167481081,4.49559479200230
4958,13.85235046432095,-89.32715817101344,20174.27348020465,5.058087611611916,-1.7478403854220779,0.38568446260938427,216.76127348020466,5380.281633976162,0.08647307332785865,9.744836699926553,4.49682040187523
4959,13.852366699750768,-89.32715777602819,20179.3463618221,5.05876244630327,-1.7458802098694757,0.38324826075545537,216.76634636182212,5376.0089869953,0.08640238032112736,9.744821230361184,4.49804647571974
4960,13.85238302801373,-89.32715738037501,20184.4199149255,5.059437496612986,-1.7439197748528357,0.3808117364269561,216.7714199149255,5371.73928161324,0.08633173763149447,9.744805758784988,4.49927301372171
4961,13.852399449109825,-89.32715698405389,20189.494139514853,5.060112762541065,-1.741959080372158,0.3783748896238862,216.77649413951485,5367.4725162509085,0.08626114523070612,9.744790285197976,4.50050001606711
4962,13.852415963039059,-89.32715658706483,20194.56903559016,5.060788244087509,-1.7399981264274416,0.37593772034624406,216.78156903559017,5363.2086893296355,0.08619060309051654,9.744774809600168,4.50172748294199
4963,13.852432569801428,-89.32715618940783,20199.644603151424,5.061463941252315,-1.7380369130186861,0.37350022859402965,216.78664460315142,5358.94779927121,0.08612011118268915,9.74475933199157,4.50295541453246
