tiempo,latitude,longitude,altitud,s_vertical,viento_u,viento_v,temperatura,presion,densidad,gravedad,diameter_balloon
6793,13.86834706386016,-89.32407084898429,25116.092330466417,-32.64617246530921,-14.995688225224518,-1.0552584532292837,221.70309233046643,2505.9858818477387,0.039378978646099766,9.72978424834739,0.0
6794,13.868357466450705,-89.32406924853295,25083.384564791795,-32.561465850748704,-14.901536128475552,-1.1274491510461937,221.6703845647918,2518.529570197594,0.039581929252544674,9.729883759344295,0.0
6795,13.868368461428359,-89.32406765880202,25050.763474703097,-32.477193927038854,-14.807633534802793,-1.1994485434986895,221.6377634747031,2531.1046734800093,0.03978541799916871,9.729983008157603,0.0
6796,13.868380048793119,-89.32406607979158,25018.229060200327,-32.39335669417965,-14.713980444206253,-1.271256630586763,221.60522906020034,2543.711019711864,0.03998944218112062,9.730081994775237,0.0
6797,13.868392228544991,-89.3240645115017,24985.78132128348,-32.309954152171116,-14.620576856685924,-1.3428734123104222,221.5727813212835,2556.3484346797586,0.040193999055634554,9.730180719185155,0.0
6798,13.868405000683973,-89.32406295393247,24953.42025795256,-32.22698630101324,-14.5274227722418,-1.4142988886696672,221.54042025795258,2569.0167419370778,0.04039908584196671,9.730279181375343,0.0
6799,13.86841836521006,-89.32406140708393,24921.145870207565,-32.14445314070602,-14.434518190873895,-1.4855330596644896,221.50814587020756,2581.715762801365,0.040604699721337165,9.73037738133383,0.0
6800,13.868432322123258,-89.32405987095618,24888.958158048496,-32.06235467124946,-14.3418631125822,-1.556575925294898,221.4759581580485,2594.4453163515946,0.04081083783687011,9.730475319048661,0.0
6801,13.868446871423568,-89.32405834554929,24856.857121475354,-31.98069089264355,-14.249457537366721,-1.627427485560884,221.44385712147536,2607.2052194258504,0.0410174972935409,9.73057299450793,0.0
6802,13.868462013110983,-89.32405683086333,24824.842760488136,-31.899461804888308,-14.157301465227452,-1.698087740462456,221.41184276048813,2619.9952866189265,0.04122467515812176,9.730670407699744,0.0
6803,13.868477747185507,-89.32405532689837,24792.915075086847,-31.818667407983718,-14.0653948961644,-1.7685566899996052,221.37991507508684,2632.8153302802066,0.04143236845913229,9.730767558612255,0.0
6804,13.868494073647142,-89.32405383365449,24761.07406527148,-31.738307701929788,-13.973737830177559,-1.8388343341723403,221.34807406527148,2645.665160511648,0.04164057418679167,9.730864447233644,0.0
6805,13.868510992495885,-89.32405235113174,24729.319731042044,-31.658382686726515,-13.882330267266934,-1.9089206729806534,221.31631973104206,2658.5445851659088,0.04184928929297334,9.730961073552123,0.0
6806,13.868528503731739,-89.32405087933022,24697.65207239853,-31.5788923623739,-13.791172207432517,-1.978815706424552,221.28465207239853,2671.4534098446466,0.04205851069116259,9.731057437555933,0.0
6807,13.868546607354698,-89.32404941824997,24666.071089340945,-31.499836728871944,-13.70026365067432,-2.048519434504028,221.25307108934095,2684.3914378969234,0.04226823525641597,9.731153539233347,0.0
6808,13.868565303364772,-89.32404796789109,24634.576781869288,-31.421215786220646,-13.609604596992341,-2.118031857219082,221.2215767818693,2697.3584704178247,0.04247845982532428,9.731249378572679,0.0
6809,13.86858459176195,-89.32404652825363,24603.16914998355,-31.343029534420005,-13.51919504638656,-2.18735297456973,221.19016914998355,2710.3543062471786,0.042689181195977324,9.73134495556226,0.0
6810,13.868604472546238,-89.32404509933765,24571.84819368374,-31.26527797347002,-13.429034998856997,-2.2564827865559556,221.15884819368375,2723.378741968414,0.042900396127931104,9.731440270190463,0.0
6811,13.868624945717634,-89.32404368114324,24540.61391296986,-31.187961103370696,-13.339124454403652,-2.3254212931777585,221.12761391296988,2736.4315719076667,0.04311210134217899,9.731535322445687,0.0
